trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1076,False,"{'a': 0.99, 'e': 0.0003454899738809579}",25,15,18.57284585719303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.99, 'e': 0.00034484869332519487}",20,6,21.94042129034245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.99, 'e': 0.0003442091965813142}",25,3,40.66052385901156,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.99, 'e': 0.0003435714770395476}",25,11,29.085719242568867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.99, 'e': 0.0003429355281207133}",25,11,23.34507246549918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.99, 'e': 0.0003423013432760463}",35,18,32.288696300992285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.99, 'e': 0.00034166891598703025}",25,12,24.987421690163657,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.99, 'e': 0.0003410382397652292}",30,16,26.802393640984576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.99, 'e': 0.00034040930815212205}",20,11,15.474571207488932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.99, 'e': 0.0003397821147189365}",35,22,28.32360739781891,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.99, 'e': 0.00033915665306648486}",25,11,26.263297681165323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.99, 'e': 0.00033853291682500134}",30,13,35.871025298617326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.99, 'e': 0.00033791089965397916}",25,12,28.20100765646887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.99, 'e': 0.0003372905952420102}",25,19,9.382721546822548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.99, 'e': 0.00033667199730662403}",25,3,25.310429495782458,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.99, 'e': 0.0003360550995941294}",25,8,36.67273994229184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.99, 'e': 0.00033543989587945627}",25,12,26.45760070370602,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.99, 'e': 0.00033482637996599826}",25,13,21.255080543442208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.99, 'e': 0.0003342145456854573}",20,3,32.15465480193594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.99, 'e': 0.0003336043868976877}",30,16,29.144380964893955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.99, 'e': 0.00033299589749054287}",20,13,13.88491577095184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.99, 'e': 0.0003323890713797221}",25,17,15.849331414513665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.99, 'e': 0.000331783902508618}",30,19,19.03170190068293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.99, 'e': 0.0003311803848481662}",35,15,38.98099126770843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.99, 'e': 0.00033057851239669424}",20,14,9.489309091742204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.99, 'e': 0.0003299782791797729}",20,0,30.2902982955008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1102,False,"{'a': 0.99, 'e': 0.00032937967925006833}",20,12,9.085907821981124,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.99, 'e': 0.00032878270668719364}",25,15,16.502186594418696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.99, 'e': 0.0003281873555975635}",20,8,22.055769492497284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.99, 'e': 0.0003275936201142483}",20,14,10.68004740783773,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.99, 'e': 0.00032700149439682935}",25,15,18.352214826423086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.99, 'e': 0.000326410972631256}",20,16,9.203140587729386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.99, 'e': 0.0003258220490297019}",25,11,24.13596944944324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.99, 'e': 0.0003252347178304242}",25,7,34.54311715279499,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.99, 'e': 0.00032464897329762194}",35,11,40.69126122651982,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.99, 'e': 0.00032406480972129614}",20,0,28.528129315064827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1112,False,"{'a': 0.99, 'e': 0.00032348222141711093}",25,13,24.612385496777435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.99, 'e': 0.0003229012027262548}",20,16,9.192055369927214,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.99, 'e': 0.0003223217480153038}",30,13,33.614276024133424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.99, 'e': 0.00032174385167608435}",25,2,33.14325456782513,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.99, 'e': 0.0003211675081255379}",30,13,34.08466171422078,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.99, 'e': 0.0003205927118055861}",25,20,9.87787113650846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.99, 'e': 0.00032001945718299665}",35,19,32.248124271486176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.99, 'e': 0.0003194477387492503}",25,19,12.27598353244058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.99, 'e': 0.00031887755102040814}",20,10,18.75198322468169,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.99, 'e': 0.0003183088885369807}",25,19,10.241558784374238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.99, 'e': 0.0003177417458637968}",25,18,15.17192632798858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.99, 'e': 0.0003171761175898738}",30,17,24.774970048410374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.99, 'e': 0.0003166119983282886}",20,12,16.806768621948336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.99, 'e': 0.0003160493827160494}",20,14,10.636985669718921,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.99, 'e': 0.0003154882654139679}",25,15,21.12133330115094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.99, 'e': 0.0003149286411065333}",25,5,31.268427130555835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.99, 'e': 0.0003143705045017856}",20,3,29.62779806835222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.99, 'e': 0.00031381385033119123}",30,18,24.349411287806078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.99, 'e': 0.00031325867334951836}",30,18,17.0423176009526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.99, 'e': 0.0003127049683347131}",25,7,29.44877762105266,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.99, 'e': 0.0003121527300877773}",25,3,36.88683494554134,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.99, 'e': 0.000311601953432646}",25,11,23.131682818780515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.99, 'e': 0.00031105263321606647}",20,11,15.323301542647918,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.99, 'e': 0.00031050476430747735}",20,6,23.992276910857107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.99, 'e': 0.00030995834159888903}",20,8,18.831140936310682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.99, 'e': 0.00030941336000476496}",20,3,28.357583798958764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.99, 'e': 0.0003088698144619024}",20,2,28.4375339277328,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.99, 'e': 0.00030832769992931584}",25,11,24.072241302756186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.99, 'e': 0.0003077870113881194}",25,11,-15.544129133325177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1141,False,"{'a': 0.99, 'e': 0.00030724774384141096}",20,10,20.48676193350524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.99, 'e': 0.00030670989231415676}",20,13,13.898608224366853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.99, 'e': 0.0003061734518530765}",20,2,32.949921604456264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.99, 'e': 0.0003056384175265294}",25,13,22.570979000044986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.99, 'e': 0.00030510478442440076}",25,9,29.48208065689206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.99, 'e': 0.00030457254765798935}",20,14,10.630195877115792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.99, 'e': 0.0003040417023598957}",20,11,17.87767195436637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.99, 'e': 0.00030351224368391016}",20,6,29.460763462082983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.99, 'e': 0.0003029841668049031}",25,18,15.177586812293942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.99, 'e': 0.00030245746691871453}",25,20,9.184883987636663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.99, 'e': 0.00030193213924204463}",25,7,30.975946675419756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.99, 'e': 0.00030140817901234566}",25,12,25.568450923260404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.99, 'e': 0.00030088558148771364}",25,14,21.375299268618946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.99, 'e': 0.0003003643419467814}",20,11,14.687898133249485,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.99, 'e': 0.00029984445568861153}",20,16,7.978175019071394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.99, 'e': 0.00029932591803259056}",25,6,36.084058552145244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.99, 'e': 0.00029880872431832387}",20,13,11.03857079059891,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.99, 'e': 0.00029829286990553055}",25,14,23.926142361289312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.99, 'e': 0.00029777835017393977}",25,3,36.24703323072924,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.99, 'e': 0.00029726516052318666}",20,6,27.982751065127918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.99, 'e': 0.0002967532963727102}",20,16,6.4317598593185075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.99, 'e': 0.0002962427531616508}",25,20,10.869727268860593,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.99, 'e': 0.0002957335263487481}",20,10,22.586537014320392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.99, 'e': 0.00029522561141224124}",25,14,18.563081552605297,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.99, 'e': 0.000294719003849767}",25,18,12.687159477686915,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.99, 'e': 0.0002942136991782611}",25,18,14.85160084551465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.99, 'e': 0.00029370969293385875}",20,16,7.415270387054532,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.99, 'e': 0.00029320698067179573}",20,6,20.21813670862036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.99, 'e': 0.00029270555796631105}",20,2,30.800770128684903,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.99, 'e': 0.00029220542041054863}",35,27,13.34588901737442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.99, 'e': 0.00029170656361646126}",30,20,21.196802558162553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.99, 'e': 0.00029120898321471423}",20,3,28.84215717624875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.99, 'e': 0.0002907126748545891}",30,10,36.78591724817143,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.99, 'e': 0.00029021763420388944}",30,16,27.162437202313065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.99, 'e': 0.00028972385694884563}",20,13,13.973634858978514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.99, 'e': 0.000289231338794021}",20,15,11.372882492359752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.99, 'e': 0.0002887400754622187}",30,13,31.412951726132317,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.99, 'e': 0.0002882500626943886}",20,6,25.232626086790464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.99, 'e': 0.00028776129624953503}",20,12,14.099316630359239,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.99, 'e': 0.0002872737719046251}",20,9,19.00015487476891,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.99, 'e': 0.0002867874854544972}",20,5,27.212162334174852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.99, 'e': 0.0002863024327117707}",30,16,32.276243391631915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.99, 'e': 0.00028581860950675563}",25,3,36.41893747753052,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.99, 'e': 0.000285336011687363}",20,13,11.611973350201046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.99, 'e': 0.00028485463511901583}",20,16,8.234256384879204,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.99, 'e': 0.0002843744756845604}",25,13,20.902514770108883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.99, 'e': 0.0002838955292841787}",20,3,31.497328078525094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.99, 'e': 0.0002834177918353002}",25,11,21.880747370373857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.99, 'e': 0.00028294125927251555}",25,12,24.438791118865282,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.99, 'e': 0.0002824659275474896}",20,12,16.659630091692488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.99, 'e': 0.0002819917926288755}",25,13,24.07872280807909,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.99, 'e': 0.0002815188505022296}",20,11,14.76670211745036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.99, 'e': 0.00028104709716992595}",20,11,15.6631079025417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.99, 'e': 0.00028057652865107224}",25,13,21.612176850993247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.99, 'e': 0.0002801071409814254}",25,5,35.97421867795804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.99, 'e': 0.00027963893021330853}",30,21,19.7116391785978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.99, 'e': 0.0002791718924155278}",20,3,29.89590380029813,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.99, 'e': 0.0002787060236732896}",20,14,8.824186870044084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.99, 'e': 0.00027824132008811897}",25,13,24.164805747679523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.99, 'e': 0.0002777777777777778}",30,8,35.44708381160921,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.99, 'e': 0.0002773153928761835}",20,12,15.828857770421571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.99, 'e': 0.0002768541615333291}",20,10,15.724258281498233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.99, 'e': 0.00027639407991520223}",25,12,23.723541314182214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.99, 'e': 0.0002759351442037063}",25,10,25.76846029067836,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.99, 'e': 0.0002754773505965806}",20,12,13.944548121082702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.99, 'e': 0.0002750206953073218}",30,20,20.98343540778431,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.99, 'e': 0.0002745651745651059}",30,1,44.603586204739784,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.99, 'e': 0.00027411078461470984}",30,17,20.3378057583309,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.99, 'e': 0.00027365752171643466}",20,0,31.906156141888268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1210,False,"{'a': 0.99, 'e': 0.00027320538214602825}",20,11,17.690606857549557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.99, 'e': 0.00027275436219460883}",20,16,7.819939231950819,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.99, 'e': 0.00027230445816858913}",20,13,14.25358813656698,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.99, 'e': 0.0002718556663896004}",35,25,16.807119127723087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.99, 'e': 0.0002714079831944177}",20,11,14.214122209121772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.99, 'e': 0.00027096140493488457}",20,6,26.924135753425887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.99, 'e': 0.0002705159279778393}",25,11,23.856801944364996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.99, 'e': 0.00027007154870504064}",30,22,17.603378824147974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.99, 'e': 0.00026962826351309443}",20,0,30.38927859197503,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1219,False,"{'a': 0.99, 'e': 0.0002691860688133807}",20,10,18.10476291337151,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.99, 'e': 0.0002687449610319806}",25,11,28.034824987507474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.99, 'e': 0.0002683049366096049}",25,15,19.763313752341414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.99, 'e': 0.00026786599200152145}",30,13,30.188254331557925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.99, 'e': 0.0002674281236774843}",25,17,15.900817271256624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.99, 'e': 0.00026699132812166255}",20,12,14.387416843230966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.99, 'e': 0.00026655560183256975}",25,13,23.520036400706413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.99, 'e': 0.0002661209413229936}",25,16,15.407249775027225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.99, 'e': 0.0002656873431199266}",20,9,15.11240264916632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.99, 'e': 0.00026525480376449613}",20,12,-28.47107152229311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1229,False,"{'a': 0.99, 'e': 0.00026482331981189596}",30,16,28.549377030352574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.99, 'e': 0.0002643928878313173}",30,15,27.525254505160433,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.99, 'e': 0.0002639635044058808}",20,15,9.798865596448245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.99, 'e': 0.0002635351661325687}",25,8,28.635522629530037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.99, 'e': 0.0002631078696221573}",20,7,24.64593783468377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.99, 'e': 0.0002626816114991502}",30,16,26.974134883421087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.99, 'e': 0.00026225638840171123}",25,11,27.23656142406835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.99, 'e': 0.0002618321969815984}",20,6,25.847665965548515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.99, 'e': 0.00026140903390409816}",20,12,12.892821620343494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.99, 'e': 0.00026098689584795945}",20,9,20.382240724142086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.99, 'e': 0.00026056577950532887}",35,22,24.659113952883924,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.99, 'e': 0.00026014568158168577}",20,8,19.74065889090569,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.99, 'e': 0.0002597265987957776}",30,8,35.960367887947456,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.99, 'e': 0.00025930852787955634}",20,15,9.78351409112152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.99, 'e': 0.0002588914655781143}",25,11,15.341999495132193,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1244,False,"{'a': 0.99, 'e': 0.00025847540864962107}",20,13,9.595997779921769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.99, 'e': 0.00025806035386526023}",20,0,34.46059325999695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1246,False,"{'a': 0.99, 'e': 0.00025764629800916703}",20,13,15.78275834708216,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.99, 'e': 0.000257233237878366}",25,13,20.4729069481107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.99, 'e': 0.0002568211702827087}",20,14,11.68686279822792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.99, 'e': 0.00025641009204481274}",30,12,33.36936516979764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.99, 'e': 0.000256}",30,19,-2.965030764225105,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1251,False,"{'a': 0.99, 'e': 0.00025559089099623576}",20,6,27.62094777244142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.99, 'e': 0.0002551827618940685}",25,11,23.31172950080078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.99, 'e': 0.0002547756095665693}",20,16,9.531701396506028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.99, 'e': 0.0002543694308992722}",20,13,11.45578022557505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.99, 'e': 0.00025396422279011445}",30,10,42.50324296802818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.99, 'e': 0.0002535599821493772}",20,2,31.44231255496585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
