trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1257,False,"{'a': 0.99, 'e': 0.00025315670589962715}",20,10,21.41561477282466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.99, 'e': 0.0002527543909756572}",20,8,21.52948945951595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.99, 'e': 0.0002523530343244288}",25,5,37.90803552150546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.99, 'e': 0.0002519526329050139}",30,20,17.182337434704884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.99, 'e': 0.0002515531836885369}",25,9,30.6776191944098,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.99, 'e': 0.0002511546836581182}",25,14,22.148900214456713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.99, 'e': 0.00025075712980881647}",20,14,13.079263898572059,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.99, 'e': 0.0002503605191475725}",20,12,15.882203886265248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.99, 'e': 0.0002499648486931525}",20,10,15.633312385408155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.99, 'e': 0.0002495701154760924}",20,15,7.846757408277231,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.99, 'e': 0.0002491763165386419}",25,0,42.83314587615242,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1268,False,"{'a': 0.99, 'e': 0.0002487834489347092}",20,2,34.832694372005996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.99, 'e': 0.00024839150972980593}",30,15,32.233356167094406,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.99, 'e': 0.000248000496000992}",25,15,19.969329972407703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.99, 'e': 0.0002476104048368216}",30,13,34.803710589615804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.99, 'e': 0.0002472212333372889}",20,13,14.44966126528275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.99, 'e': 0.0002468329786137736}",20,9,23.578838363323264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.99, 'e': 0.00024644563778898826}",20,8,22.197711000504253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.99, 'e': 0.0002460592079969243}",25,20,10.249799626091477,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.99, 'e': 0.00024567368638279887}",25,17,18.67723552120414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.99, 'e': 0.000245289070103003}",30,22,14.593276523302013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.99, 'e': 0.00024490535632504815}",20,9,18.38468198068236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.99, 'e': 0.00024452254222751473}",30,19,21.677676160350252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.99, 'e': 0.000244140625}",25,13,24.50759712064319,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.99, 'e': 0.0002437596018430664}",35,23,22.867753948351897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.99, 'e': 0.00024337946996819023}",25,8,26.57077588363172,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.99, 'e': 0.00024300022659771127}",35,21,26.49377275517422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.99, 'e': 0.00024262186896478098}",20,16,7.427878925832687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.99, 'e': 0.00024224439431331284}",25,11,24.378533112949512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.99, 'e': 0.0002418677998979318}",25,8,29.10410373312302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.99, 'e': 0.0002414920829839244}",20,9,20.09897529591503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.99, 'e': 0.0002411172408471895}",20,9,22.05895281209791,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.99, 'e': 0.0002407432707741882}",25,6,32.73433385728666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.99, 'e': 0.00024037017006189532}",20,8,23.33588528812042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.99, 'e': 0.00023999793601775027}",20,9,22.955720965856067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.99, 'e': 0.0002396265659596085}",30,4,42.70181210307706,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.99, 'e': 0.0002392560572156935}",25,10,24.633584671761135,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.99, 'e': 0.0002388864071245482}",30,18,25.641790794896867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.99, 'e': 0.00023851761303498754}",20,13,12.172866861326497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.99, 'e': 0.00023814967230605092}",25,5,33.87935973282486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.99, 'e': 0.00023778258230695468}",25,16,17.740793433818144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.99, 'e': 0.00023741634041704547}",25,3,42.848252858642645,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.99, 'e': 0.00023705094402575317}",20,16,7.591604991090047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.99, 'e': 0.00023668639053254438}",20,6,30.07548478692117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.99, 'e': 0.00023632267734687622}",25,17,15.814946231983702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.99, 'e': 0.00023595980188815028}",30,13,32.157070019427046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.99, 'e': 0.00023559776158566713}",20,8,21.612570239735778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.99, 'e': 0.0002352365538785803}",30,16,26.156099405629305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.99, 'e': 0.0002348761762158512}",20,11,15.62399101012577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.99, 'e': 0.0002345166260562043}",30,20,18.501789550674523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.99, 'e': 0.0002341579008680818}",20,12,16.418827648316054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.99, 'e': 0.00023379999812959997}",25,11,23.374027137111895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.99, 'e': 0.00023344291532850377}",30,18,24.73045833733731,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.99, 'e': 0.00023308664996212343}",20,7,21.78908679570593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.99, 'e': 0.0002327311995373304}",35,12,45.672287773092485,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.99, 'e': 0.00023237656157049368}",25,13,20.660304733752266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.99, 'e': 0.00023202273358743686}",25,13,24.70025910508361,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.99, 'e': 0.0002316697131233942}",20,13,11.843078525610602,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.99, 'e': 0.00023131749772296837}",30,16,23.11660512859332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.99, 'e': 0.00023096608494008742}",30,20,20.64338721091518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.99, 'e': 0.00023061547233796232}",20,10,15.476468066312147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.99, 'e': 0.0002302656574890451}",20,9,21.150928658297158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.99, 'e': 0.00022991663797498622}",25,15,20.663898886004656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.99, 'e': 0.0002295684113865932}",20,14,12.93022382754362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.99, 'e': 0.00022922097532378897}",25,15,19.53253793725822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.99, 'e': 0.00022887432739557032}",25,16,18.637085261555196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.99, 'e': 0.00022852846521996716}",20,6,25.66004423821858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.99, 'e': 0.00022818338642400122}",20,14,12.802288707989781,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.99, 'e': 0.00022783908864364543}",25,17,17.017263318656386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.99, 'e': 0.00022749556952378355}",30,20,18.79875726142127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.99, 'e': 0.00022715282671816972}",25,11,22.705342703653127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.99, 'e': 0.00022681085788938882}",20,8,20.920398279478928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.99, 'e': 0.00022646966070881606}",20,9,18.744315112687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.99, 'e': 0.00022612923285657754}",25,12,22.988152388350784,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.99, 'e': 0.000225789572021511}",20,1,31.733864118366213,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.99, 'e': 0.00022545067590112628}",25,18,12.381808720797402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.99, 'e': 0.00022511254220156687}",20,0,31.186757211342364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1334,False,"{'a': 0.99, 'e': 0.00022477516863757025}",20,14,10.38007609127614,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.99, 'e': 0.00022443855293242997}",30,10,37.91558861133924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.99, 'e': 0.00022410269281795692}",20,9,19.744995886206148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.99, 'e': 0.00022376758603444112}",25,2,39.47860892613448,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.99, 'e': 0.00022343323033061413}",20,12,15.01854872702107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.99, 'e': 0.00022309962346361048}",25,20,10.256868211277133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.99, 'e': 0.00022276676319893073}",30,8,38.56852022296407,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.99, 'e': 0.0002224346473104037}",30,17,28.408759885729317,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.99, 'e': 0.00022210327358014926}",35,18,38.12756816405097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.99, 'e': 0.00022177263979854172}",30,16,27.129135257633454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.99, 'e': 0.00022144274376417232}",20,16,8.377218808212337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.99, 'e': 0.0002211135832838131}",20,0,32.09467240146235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.99, 'e': 0.0002207851561723802}",25,11,30.72093626375674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.99, 'e': 0.00022045746025289772}",20,0,25.9695474683385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.99, 'e': 0.00022013049335646166}",25,20,10.144427717339589,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.99, 'e': 0.00021980425332220388}",20,8,22.83011545482367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.99, 'e': 0.00021947873799725651}",25,16,19.32490261304134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.99, 'e': 0.0002191539452367164}",20,12,13.942864823145669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.99, 'e': 0.00021882987290360977}",25,8,29.78292108539654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.99, 'e': 0.00021850651886885726}",25,16,16.150148554001312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.99, 'e': 0.00021818388101123865}",25,13,22.128238430883602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.99, 'e': 0.00021786195721735816}",30,9,38.06781406308244,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.99, 'e': 0.00021754074538161}",20,13,13.876515669604053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.99, 'e': 0.0002172202434061437}",30,18,19.312413397526605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.99, 'e': 0.00021690044920083025}",25,13,24.828049682657305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.99, 'e': 0.00021658136068322754}",25,0,45.47564907780216,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.99, 'e': 0.00021626297577854672}",25,17,17.68655724550595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.99, 'e': 0.00021594529241961843}",25,10,27.438432930055196,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.99, 'e': 0.0002156283085468592}",25,16,19.44785954086567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.99, 'e': 0.0002153120221082384}",30,12,32.851409109092394,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.99, 'e': 0.00021499643105924438}",25,18,11.03635392321508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.99, 'e': 0.00021468153336285205}",20,2,32.32631672743961,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.99, 'e': 0.0002143673269894896}",25,11,28.22261272893175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.99, 'e': 0.00021405380991700596}",20,7,24.131611603343373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.99, 'e': 0.00021374098013063846}",20,1,36.02288961122174,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.99, 'e': 0.0002134288356229801}",20,8,22.940781787249417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.99, 'e': 0.00021311737439394746}",25,8,32.703905797942866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.99, 'e': 0.00021280659445074883}",20,15,12.060233180037269,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.99, 'e': 0.00021249649380785212}",20,15,8.294636006500745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.99, 'e': 0.00021218707048695337}",20,4,27.503186792276146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.99, 'e': 0.00021187832251694493}",20,6,28.003744608345116,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.99, 'e': 0.0002115702479338843}",30,18,21.787508056785253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.99, 'e': 0.0002112628447809627}",20,3,30.61617508880217,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.99, 'e': 0.0002109561111084741}",35,16,33.29402730142382,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.99, 'e': 0.00021065004497378457}",30,16,24.42617576959359,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.99, 'e': 0.00021034464444130097}",20,6,26.862777785164237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.99, 'e': 0.00021003990758244065}",25,7,32.871059305823515,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.99, 'e': 0.0002097358324756012}",25,8,30.82986317744811,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.99, 'e': 0.0002094324172061296}",30,8,40.80793366471599,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.99, 'e': 0.0002091296598662929}",25,10,23.32406012685348,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.99, 'e': 0.0002088275585552474}",30,12,38.64564134376691,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.99, 'e': 0.00020852611137900923}",30,17,22.384015041560648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.99, 'e': 0.00020822531645042468}",35,22,24.88518803025793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.99, 'e': 0.00020792517188914048}",25,8,28.068410745301282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.99, 'e': 0.00020762567582157477}",20,8,26.479810972370025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.99, 'e': 0.00020732682638088733}",20,0,29.564928870325716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1390,False,"{'a': 0.99, 'e': 0.00020702862170695097}",35,20,31.18887585087505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.99, 'e': 0.0002067310599463223}",25,18,11.76536147355015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.99, 'e': 0.00020643413925221295}",25,15,20.76287572590167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.99, 'e': 0.0002061378577844612}",25,12,27.55853579215661,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.99, 'e': 0.0002058422137095031}",20,12,15.803551396175955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.99, 'e': 0.00020554720520034428}",20,16,6.3030414720481875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.99, 'e': 0.00020525283043653172}",25,11,26.744945347134625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.99, 'e': 0.0002049590876041256}",25,11,26.027318462707992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.99, 'e': 0.00020466597489567147}",30,11,34.93206373142886,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.99, 'e': 0.00020437349051017243}",25,7,35.00954467954003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.99, 'e': 0.00020408163265306123}",20,5,30.722291696908528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.99, 'e': 0.00020379039953617308}",30,16,29.7422581650684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.99, 'e': 0.00020349978937771795}",25,10,29.971276329701464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.99, 'e': 0.00020320980040225377}",25,16,14.178327021296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.99, 'e': 0.00020292043084065874}",20,14,13.557724019078094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.99, 'e': 0.00020263167893010473}",20,15,9.33585228470022,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.99, 'e': 0.00020234354291403034}",25,15,17.122053216584003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.99, 'e': 0.00020205602104211398}",25,17,13.66228748979565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.99, 'e': 0.0002017691115702479}",20,9,20.50051984750437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.99, 'e': 0.00020148281276051097}",25,13,22.27935360602474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.99, 'e': 0.0002011971228811428}",30,18,20.599492381218283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.99, 'e': 0.0002009120402065175}",25,15,18.07385996760033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.99, 'e': 0.00020062756301711748}",25,12,26.611185869170157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.99, 'e': 0.00020034368959950794}",20,10,21.473317227573034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.99, 'e': 0.00020006041824631037}",25,3,37.50646393371023,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.99, 'e': 0.0001997777472561775}",30,13,29.296992572059647,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.99, 'e': 0.00019949567493376746}",20,13,13.477271363807642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.99, 'e': 0.00019921419958971834}",20,12,15.401054074013729,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.99, 'e': 0.00019893331954062317}",20,12,12.748082447177659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.99, 'e': 0.00019865303310900439}",20,6,26.183556457992143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.99, 'e': 0.00019837333862328903}",25,11,24.059192050032078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.99, 'e': 0.00019809423441778372}",30,10,36.166196721854014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.99, 'e': 0.00019781571883264985}",25,17,17.924105458178953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.99, 'e': 0.00019753779021387905}",25,9,23.634696733456313,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.99, 'e': 0.0001972604469132685}",30,16,27.329309446576897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.99, 'e': 0.00019698368728839644}",20,6,25.98933646016576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.99, 'e': 0.00019670750970259793}",25,17,15.914076141752002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.99, 'e': 0.00019643191252494068}",20,10,19.71284018433081,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.99, 'e': 0.00019615689413020107}",25,20,7.9061686372551065,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.99, 'e': 0.00019588245289883994}",30,2,42.885763370161825,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.99, 'e': 0.00019560858721697882}",25,13,22.23864040300293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.99, 'e': 0.00019533529547637642}",30,16,28.75641418461558,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.99, 'e': 0.00019506257607440462}",20,10,20.13528458328632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.99, 'e': 0.00019479042741402556}",20,8,25.8656526375487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.99, 'e': 0.00019451884790376762}",20,6,28.62795751999466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.99, 'e': 0.00019424783595770254}",30,18,23.40001347133189,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.99, 'e': 0.00019397738999542215}",20,11,18.592703690897352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.99, 'e': 0.0001937075084420153}",25,11,26.888802547338585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
